label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m,0.6567164179104478,0.48360655737704905
ham,هل نتناول الغداء معًا غدًا؟,هل نتناول الغداء معًا غدًا,"['هل', 'نتناول', 'الغداء', 'معًا', 'غدًا']","['نتناول', 'الغداء', 'معًا', 'غدًا']",تَنَاوَل اَلَّذِي غِدَاء مَعًً غَد,0.1791044776119403,0.23770491803278682
spam,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو.,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو,"['اشترِ', 'الآن', 'واحصل', 'على', 'مكافأة', 'نقدية', 'بقيمة', '100', 'يورو']","['اشترِ', 'واحصل', 'مكافأة', 'نقدية', 'بقيمة', '100']",اِشتَرَى وَ حَصَل مُكَافَأَة نقدية بِ قِيمَة 100,0.4477611940298507,0.08196721311475406
spam,هل تحتاج إلى المال بسرعة؟ احصل على 1000 يورو اليوم!,هل تحتاج إلى المال بسرعة احصل على 1000 يورو اليوم,"['هل', 'تحتاج', 'إلى', 'المال', 'بسرعة', 'احصل', 'على', '1000', 'يورو', 'اليوم']","['تحتاج', 'المال', 'بسرعة', 'احصل', '1000', 'اليوم']",اِحتَاج مَال بِ سُرعَة حَصل 1000 يَوم,0.4626865671641791,0.27868852459016386
ham,هل نلتقي الساعة 18 كما هو متفق عليه؟,هل نلتقي الساعة 18 كما هو متفق عليه,"['هل', 'نلتقي', 'الساعة', '18', 'كما', 'هو', 'متفق', 'عليه']","['نلتقي', 'الساعة', '18', 'متفق']",نلتقي سَاعَة 18 مُتَّفَق,0.26865671641791045,0.1639344262295082
ham,حظًا موفقًا في امتحانك غدًا!,حظًا موفقًا في امتحانك غدًا,"['حظًا', 'موفقًا', 'في', 'امتحانك', 'غدًا']","['حظًا', 'موفقًا', 'امتحانك', 'غدًا']",حَظّ مُوَفَّق امتحانك غَد,0.19402985074626863,0.22950819672131145
spam,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا!,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا,"['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']","['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']",جَرَّب برنامجنا لِ تَخسِيس مَجَان لِ مُدَّة 30 يَوم,0.3731343283582089,0.11475409836065574
ham,مرحبًا، هل شاهدت الفيلم الأخير في السينما؟ كان رائعًا!,مرحبًا، هل شاهدت الفيلم الأخير في السينما كان رائعًا,"['مرحبًا،', 'هل', 'شاهدت', 'الفيلم', 'الأخير', 'في', 'السينما', 'كان', 'رائعًا']","['مرحبًا،', 'شاهدت', 'الفيلم', 'الأخير', 'السينما', 'رائعًا']",مُرَحَّب ، شَاهَد فِيلم أَخِير سِينَمَا رَائِع,0.5223880597014925,0.23770491803278682
ham,سنلتقي قريبًا، لا أطيق الانتظار!,سنلتقي قريبًا، لا أطيق الانتظار,"['سنلتقي', 'قريبًا،', 'لا', 'أطيق', 'الانتظار']","['سنلتقي', 'قريبًا،', 'أطيق', 'الانتظار']",سَ نلتقي قَرِيب ، أَطَاق اِنتِظَار,0.25373134328358204,0.18032786885245894
spam,تم حظر حسابك البنكي، تحقق من هويتك هنا: www.faux-site.com,تم حظر حسابك البنكي، تحقق من هويتك هنا wwwfauxsitecom,"['تم', 'حظر', 'حسابك', 'البنكي،', 'تحقق', 'من', 'هويتك', 'هنا', 'wwwfauxsitecom']","['تم', 'حظر', 'حسابك', 'البنكي،', 'تحقق', 'هويتك', 'wwwfauxsitecom']",تَمّ حَظر حَسَّابَك البنكي ، حَقَّق هُوِيَّة هُوَ wwwfauxsit eco m,0.5671641791044776,0.5573770491803279
spam,عرض خاص: خصم 70% على جميع منتجاتنا، انقر هنا: www.promo-fake.com,عرض خاص خصم 70 على جميع منتجاتنا، انقر هنا wwwpromofakecom,"['عرض', 'خاص', 'خصم', '70', 'على', 'جميع', 'منتجاتنا،', 'انقر', 'هنا', 'wwwpromofakecom']","['عرض', 'خاص', 'خصم', '70', 'منتجاتنا،', 'انقر', 'wwwpromofakecom']",عَرض خَاصّ خَصَم 70 مُنتَج هُوَ ، أَنقَر wwwp r o mofak eco m,0.6567164179104478,0.7786885245901639
ham,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني. شكرًا!,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني شكرًا,"['مرحبًا،', 'سأرسل', 'لك', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']","['مرحبًا،', 'سأرسل', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']",مُرَحَّب ، سَ أَرسَل مُستَنَد عَبرَ بَرِيد إِلِكترُونِيّ شُكر,0.5373134328358209,0.23770491803278682
ham,هل نلتقي أمام السينما الساعة 20؟,هل نلتقي أمام السينما الساعة 20,"['هل', 'نلتقي', 'أمام', 'السينما', 'الساعة', '20']","['نلتقي', 'السينما', 'الساعة', '20']",نلتقي سِينَمَا سَاعَة 20,0.23880597014925373,0.18852459016393436
ham,هل يمكنك إعطائي العنوان الدقيق؟,هل يمكنك إعطائي العنوان الدقيق,"['هل', 'يمكنك', 'إعطائي', 'العنوان', 'الدقيق']","['يمكنك', 'إعطائي', 'العنوان', 'الدقيق']",أَمكَن هُوَ إِعطَائِيّ عُنوَان دَقِيق,0.23880597014925373,0.18852459016393436
ham,هل استلمت رسالتي؟,هل استلمت رسالتي,"['هل', 'استلمت', 'رسالتي']","['استلمت', 'رسالتي']",اِستَلَم رَسالَة,0.05970149253731344,0.43442622950819665
ham,أنا في طريقي، سأصل خلال 10 دقائق.,أنا في طريقي، سأصل خلال 10 دقائق,"['أنا', 'في', 'طريقي،', 'سأصل', 'خلال', '10', 'دقائق']","['طريقي،', 'سأصل', 'خلال', '10', 'دقائق']",طَرِيقِيّ ، سَ أَصل خِلَالَ 10 دَقِيقَة,0.23880597014925373,0.18852459016393436
ham,سنلتقي قريبًا، لا أطيق الانتظار!,سنلتقي قريبًا، لا أطيق الانتظار,"['سنلتقي', 'قريبًا،', 'لا', 'أطيق', 'الانتظار']","['سنلتقي', 'قريبًا،', 'أطيق', 'الانتظار']",سَ نلتقي قَرِيب ، أَطَاق اِنتِظَار,0.25373134328358204,0.18032786885245894
ham,هل نلتقي أمام السينما الساعة 20؟,هل نلتقي أمام السينما الساعة 20,"['هل', 'نلتقي', 'أمام', 'السينما', 'الساعة', '20']","['نلتقي', 'السينما', 'الساعة', '20']",نلتقي سِينَمَا سَاعَة 20,0.23880597014925373,0.18852459016393436
ham,هل نلتقي في المقهى الساعة 15؟,هل نلتقي في المقهى الساعة 15,"['هل', 'نلتقي', 'في', 'المقهى', 'الساعة', '15']","['نلتقي', 'المقهى', 'الساعة', '15']",نلتقي مَقهَى سَاعَة 15,0.19402985074626863,0.22950819672131145
spam,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة!,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة,"['احصل', 'على', 'استرداد', 'نقدي', 'بقيمة', '100', 'يورو', 'على', 'مشترياتك', 'القادمة']","['احصل', 'استرداد', 'نقدي', 'بقيمة', '100', 'مشترياتك', 'القادمة']",حَصل اِستِردَاد نَقدِيّ بِ قِيمَة 100 مُشتَرَى هُوَ قَادِم,0.5671641791044776,0.049180327868852444
spam,اكسب المال من المنزل ببضع نقرات فقط!,اكسب المال من المنزل ببضع نقرات فقط,"['اكسب', 'المال', 'من', 'المنزل', 'ببضع', 'نقرات', 'فقط']","['اكسب', 'المال', 'المنزل', 'ببضع', 'نقرات', 'فقط']",اكسب مَال مَنزِل بِ بِضع نَقرَة فَقَط,0.28358208955223885,0.1557377049180328
ham,لا تنسَ موعدنا مع الطبيب.,لا تنسَ موعدنا مع الطبيب,"['لا', 'تنسَ', 'موعدنا', 'مع', 'الطبيب']","['تنسَ', 'موعدنا', 'الطبيب']",نَسََّ موعدنا طَبِيب,0.1492537313432836,0.27868852459016386
spam,تحذير: تم اختراق حسابك على Facebook، أعد تعيين كلمة المرور هنا.,تحذير تم اختراق حسابك على facebook، أعد تعيين كلمة المرور هنا,"['تحذير', 'تم', 'اختراق', 'حسابك', 'على', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تحذير', 'تم', 'اختراق', 'حسابك', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور']",تَحذِير تَمّ اِختِرَاق حَسَّابَك أَacُeوَoُoِّ ، أَعَدّ تَعيِين كَلِمَة مُرُور,0.626865671641791,0.19672131147540978
spam,عاجل: سيتم إيقاف بطاقة SIM الخاصة بك خلال 24 ساعة، اتبع هذا الرابط: www.operateur-fake.com,عاجل سيتم إيقاف بطاقة sim الخاصة بك خلال 24 ساعة، اتبع هذا الرابط wwwoperateurfakecom,"['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'بك', 'خلال', '24', 'ساعة،', 'اتبع', 'هذا', 'الرابط', 'wwwoperateurfakecom']","['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'خلال', '24', 'ساعة،', 'اتبع', 'الرابط', 'wwwoperateurfakecom']",عَاجِل سَ تَمّ إِيقَاف بِطَاقَة sim خَاصّ خِلَالَ 24 سَاعَة ، اِتَّبَع رَابِط wwwope r ateurfak eco m,0.9850746268656716,0.4180327868852458
spam,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة!,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة,"['استفد', 'من', 'هذا', 'العرض', 'الحصري،', 'ولكن', 'سارع،', 'الكمية', 'محدودة']","['استفد', 'العرض', 'الحصري،', 'سارع،', 'الكمية', 'محدودة']",اِستَفَدّ عَرض حَصرِيّ ، سَارَع ، كَمِّيَّة مَحدُود,0.4925373134328358,0.07377049180327865
spam,سيتم حذف حساب WhatsApp الخاص بك إذا لم تقم بتحديث معلوماتك.,سيتم حذف حساب whatsapp الخاص بك إذا لم تقم بتحديث معلوماتك,"['سيتم', 'حذف', 'حساب', 'whatsapp', 'الخاص', 'بك', 'إذا', 'لم', 'تقم', 'بتحديث', 'معلوماتك']","['سيتم', 'حذف', 'حساب', 'whatsapp', 'الخاص', 'تقم', 'بتحديث', 'معلوماتك']",سَ تَمّ حِذف حِسَاب هُوَ خَاصّ قَمّ بِ تَحدِيث مَعلُومَة,0.5671641791044776,0.049180327868852444
spam,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو.,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو,"['اشترِ', 'الآن', 'واحصل', 'على', 'مكافأة', 'نقدية', 'بقيمة', '100', 'يورو']","['اشترِ', 'واحصل', 'مكافأة', 'نقدية', 'بقيمة', '100']",اِشتَرَى وَ حَصَل مُكَافَأَة نقدية بِ قِيمَة 100,0.4477611940298507,0.08196721311475406
spam,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف.,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف,"['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'هنا', 'لمنع', 'الإيقاف']","['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'لمنع', 'الإيقاف']",سَ تَمّ حَظر بِ طَاقَة هُوَ بَنكِيّ قَرِيب ، أَنقَر لِ مَنع إِيقَاف,0.5223880597014925,0.06557377049180325
ham,مرحبًا، هل شاهدت الفيلم الأخير في السينما؟ كان رائعًا!,مرحبًا، هل شاهدت الفيلم الأخير في السينما كان رائعًا,"['مرحبًا،', 'هل', 'شاهدت', 'الفيلم', 'الأخير', 'في', 'السينما', 'كان', 'رائعًا']","['مرحبًا،', 'شاهدت', 'الفيلم', 'الأخير', 'السينما', 'رائعًا']",مُرَحَّب ، شَاهَد فِيلم أَخِير سِينَمَا رَائِع,0.5223880597014925,0.23770491803278682
spam,لقد كنت الفائز المحظوظ لهذا اليوم!,لقد كنت الفائز المحظوظ لهذا اليوم,"['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']","['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']",لقد كَان فَائِز مَحظُوظ لِ هٰذَا يَوم,0.26865671641791045,0.1639344262295082
ham,هل استلمت رسالتي؟,هل استلمت رسالتي,"['هل', 'استلمت', 'رسالتي']","['استلمت', 'رسالتي']",اِستَلَم رَسالَة,0.05970149253731344,0.43442622950819665
ham,مرحبًا، أنا متأخر بسبب الزحام المروري. أراك قريبًا!,مرحبًا، أنا متأخر بسبب الزحام المروري أراك قريبًا,"['مرحبًا،', 'أنا', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']","['مرحبًا،', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']",مُرَحَّب ، مُتَأَخِّر بِ سَبَب زِحَام مُرَوِّر أَرَاك قَرِيب,0.4925373134328358,0.25409836065573765
spam,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا.,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا,"['فاتورتك', 'الهاتفية', 'في', 'انتظار', 'السداد،', 'قم', 'بالدفع', 'هنا']","['فاتورتك', 'الهاتفية', 'انتظار', 'السداد،', 'قم', 'بالدفع']",فَ اِتوَرتك هَاتِفِيّ اِنتِظَار سَدَاد ، قَام بالدفع,0.4626865671641791,0.08196721311475406
